           x            y            
-0.925592744  0.247066643
-1.774440132  0.42199226
-2.703165534  0.554451495
-3.415119653  0.639033198
-3.880105734  1.144687438
-4.424206919  1.942219428
-4.691796339  2.364588819
-5.342827775  3.119953076
-5.94498749  3.871181249
-6.3303527  4.189761937
-6.934259377  4.782032846
-7.243539275  5.174901711
-8.05174655  5.182353298
-8.976637085  5.206680717
-9.476451143  5.193045937
-10.293249347  4.701259861
-10.755629715  4.510985333
-11.312449748  3.888795
-11.606700037  3.195712336
-11.516145748  2.703980782
-11.069649682  2.005898401
-10.605515763  1.819942209
-10.067878045  1.425931614
-9.8442092  0.978749048
