           x            y            
-0.397681986  -0.303066062
-1.037913308  -0.665641426
-1.960246969  -0.830654176
-2.811108121  -1.278063324
-3.213654378  -1.574637953
-4.149421812  -1.586342391
-4.911564087  -1.611465472
-5.244582745  -1.238506261
-5.827312549  -0.479190492
-6.726741981  -0.062041732
-7.332673414  0.549149018
-8.095996518  1.098661361
-8.449592761  1.452171894
-9.150748343  1.872744977
-9.616728888  2.407117517
-10.016629873  2.707249492
-10.839296443  3.195115051
-11.658377008  2.666935076
-11.829401172  1.711756356
-11.902134364  1.480760303
-11.609421226  0.57968393
-10.677856391  0.32932062
