           x            y            
-0.709674866  0.690530311
-1.437029481  1.293212959
-1.69730335  1.720129243
-1.993607572  2.504880204
-2.503601656  3.321120554
-3.410305665  3.701591407
-4.3660644  3.960799721
-4.867468435  4.663263979
-5.41519363  5.486358593
-5.649680158  5.927964829
-6.518192897  6.268140653
-7.39259483  6.364335102
-8.30418744  6.664855169
-8.765982419  6.47316428
-9.521511658  6.273644034
-9.754205545  5.831090585
-10.036238454  5.033945725
-9.96353383  4.539259928
-9.516235699  3.817801488
-9.696325164  3.351359868
-9.922485546  2.496152696
-9.945682738  1.530045779
-9.667498085  0.780209059
