           x            y            
0.133515483  0.481843975
0.190951462  1.238953042
0.220920267  1.738054105
0.163842399  2.707114845
0.086320626  3.551537448
-0.231949718  4.170898
-0.643523004  5.036831432
-1.28519044  5.792143384
-1.913003148  6.460603304
-2.302702668  6.773867225
-2.948325532  7.413891987
-3.313717306  7.755196617
-4.194687738  8.094815767
-4.914368159  8.775640012
-5.236703209  9.15787046
-6.045892734  9.619119091
-6.426786951  10.199026574
-7.302916398  10.62702343
-8.17406035  10.784782575
-8.6697033  10.718918577
-9.483358133  11.13969533
-10.155862983  11.794050421
-11.086010086  11.920467599
-11.972206282  11.647324554
-12.430445876  11.447283372
-12.84087374  10.667166672
-13.044882749  10.210679734
-13.290630197  9.291329277
-13.497756616  8.836248354
-14.052701954  8.023482591
-14.274723308  7.57547978
-13.918795071  6.702314926
-14.07019537  5.782746619
-14.274335729  4.986581963
-14.237496828  4.18297775
-14.461886453  3.232585088
-14.470999928  2.271927823
-14.577297232  1.78335758
-13.865845769  1.162166626
-13.424233261  0.92769191
-12.599311253  0.834070082
-11.876771112  0.428166179
-10.925380437  0.145627227
